Created Date,Record Number,Record Type,Status,Address,Property/Project Name,Description,Expiration Date,Column 1,Column 2,Latitude,Longitude,Processed_Category
08/29/2025,004633-25PA,Building & Land Use Pre-Application,Completed,4115   SW  ELMGROVE  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT FOUR NEW SFR'S, WITH PARKING PER PLAN.",,,,,,Multiplex/Cluster
08/29/2025,004638-25PA,Building & Land Use Pre-Application,Completed,8601    FREMONT  AVE  N  SEATTLE,Greenwood,Our PAR has expired. 3-story apartment building (53 units total). Parking for 11 vehicles proposed.,,,,,,Multiplex/Multifamily
08/29/2025,004645-25PA,Building & Land Use Pre-Application,Completed,7420    LATONA  AVE  NE  SEATTLE,,4 lot ULS,,,,,,Unit Lot Subdivision (ULS)
08/29/2025,004641-25PA,Building & Land Use Pre-Application,Completed,3624    DENSMORE  AVE  N  SEATTLE,3624 Densmore Ave N - PAR,"Demo existing structure, construct 4 new SFRs",,,,,,Multiplex/Cluster
08/29/2025,004648-25PA,Building & Land Use Pre-Application,Completed,306   NW  45TH  ST   SEATTLE,DADU 306 NW 45th,25-0245 - Erez DADUNew DADU per Standard plan 6880596-SP facing alley to the north of the lot.,,,,,,DADU
08/29/2025,004635-25PA,Building & Land Use Pre-Application,Completed,3522    ASHWORTH  AVE  N  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW SFR'S, WITH PARKING PER PLAN.WITH FUTURE ULS",,,,,,Unit Lot Subdivision (ULS)
08/29/2025,004631-25PA,Building & Land Use Pre-Application,Completed,2336   N  55TH  ST   SEATTLE,,REMOVE EXISTING SINGLE-FAMILY RESIDENCE. BUILD 2 NEW SINGLE-FAMILY RESIDENCES. EXISTING CARPORT STRUCTURE AND PARKING TO REMAIN.,,,,,,Multiplex/Cluster
08/29/2025,004630-25PA,Building & Land Use Pre-Application,Completed,4136    44TH  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEX'S, WITH PARKING PER PLAN WITH FUTURE ULS",,,,,,Unit Lot Subdivision (ULS)
08/29/2025,004647-25PA,Building & Land Use Pre-Application,Completed,2213   NW  62ND  ST   SEATTLE,,6 lot unit lot subdivision,,,,,,Unit Lot Subdivision (ULS)
08/28/2025,004614-25PA,Building & Land Use Pre-Application,Completed,11515    34TH  AVE  NE  SEATTLE,,Construct two new single family residences. Existing SFR to remain.Future Unit Lot Subdivision,,,,,,Unit Lot Subdivision (ULS)
08/28/2025,004617-25PA,Building & Land Use Pre-Application,Completed,603    3rd  AVE  W,Regan Lee Annex,"Construct a 6 story, single stair apartment building with 20 units and 7 parking stalls.",,,,,,Multiplex/Multifamily
08/28/2025,004622-25PA,Building & Land Use Pre-Application,Completed,6617    WOODLAWN  AVE  N  SEATTLE,,"CONSTRUCT ONE SFR AND ONE DADU, PARKING PER PLAN.ASSOCIATE PAR NUMBER 001272-25PA",,,,,,DADU
08/28/2025,004612-25PA,Building & Land Use Pre-Application,Completed,6601   NE  WINDERMERE  RD   SEATTLE,Custom Homes SP,Subdivide and existing NR1 zoned property into 3 lots. Existing structure to remain.,,,,,,Unit Lot Subdivision (ULS)
08/27/2025,004593-25PA,Building & Land Use Pre-Application,In Process,1408   N  137TH  ST   SEATTLE,Bitter Lake Middle Housing,A new construction residential fourplex in the Bitter Lake neighborhood,,,,,,Middle Housing
08/27/2025,004609-25PA,Building & Land Use Pre-Application,Completed,5806    56TH  AVE  NE  SEATTLE,,Construct a SFR and ADU with detached garage. Demo existing SFR.,,,,,,ADU
08/27/2025,004606-25PA,Building & Land Use Pre-Application,Completed,4213    42ND  AVE  S  SEATTLE,,"Establish use as single-family residence and townhouse per land use code.Construct duple ad SFR with 3 surface parking on each lot for a total of 6 units and 6 surface parking combined. Lots share driveway, walkways, and turnaround. Demo SFR on south lot. North lot vacant.",,,,,,Townhouse
08/26/2025,004585-25PA,Building & Land Use Pre-Application,Completed,8211    DENSMORE  AVE  N  SEATTLE,820x Densmore Ave N,Construct 4 dwelling units in 2 duplexes with 2-4 surface parking stalls adjacent to alley. Parcel number for proposed project is 1993200085 (directly south of 8211 Densmore Ave N),,,,,,Multiplex/Cluster
08/26/2025,004590-25PA,Building & Land Use Pre-Application,Completed,3819    33RD  AVE  W  SEATTLE,,Remove existing structures.Construct four (4) townhomes with parking via new curb cut.,,,,47.654719650000004,-122.39980528551814,Townhouse
08/26/2025,004580-25PA,Building & Land Use Pre-Application,Completed,3056    48TH  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT TWO NEW SFR'S, AND ONE NEW DUPLEX, WITH PARKING PER PLAN.FUTURE ULS OF ALL UNITS.",,,,,,Duplex + SFR
08/26/2025,004570-25PA,Building & Land Use Pre-Application,Completed,9559    COLLEGE  WAY  N  SEATTLE,,Remove existing structures. Construct 4 new Dwelling Units. Future Unit Lot Subdivision.,,,,,,Unit Lot Subdivision (ULS)
08/26/2025,004574-25PA,Building & Land Use Pre-Application,Completed,2443    5TH  AVE  W  SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT TWO NEW DUPLEXES, WITH PARKING PER PLAN.FUTURE ULS OF ALL UNITS.",,,,,,Unit Lot Subdivision (ULS)
08/26/2025,004591-25PA,Building & Land Use Pre-Application,Completed,7502    14TH  AVE  SW  SEATTLE,,Construct 2 SFR with attached garages. Existing SFR to remain.,,,,,,Multiplex/Cluster
08/26/2025,004573-25PA,Building & Land Use Pre-Application,Completed,1343   N  79TH  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT THREE NEW SFRs, WITH PARKING PER PLAN.FUTURE ULS OF ALL BUILDINGS",,,,,,Unit Lot Subdivision (ULS)
08/25/2025,004540-25PA,Building & Land Use Pre-Application,Completed,4448    33RD  AVE  S  SEATTLE,4448 33rd,"Construct (2), Detached Two-Family Dwelling Units and (2,) Detached Single-Family Dwelling Units",,,,,,Multiplex/Cluster
08/25/2025,004552-25PA,Building & Land Use Pre-Application,Completed,218   NE  120TH  ST   SEATTLE,Baldner Sedge Cottage,"NEW 991 SF DADU, USING STANDARD PLAN #7061680-SP",,,,,,DADU
08/25/2025,004547-25PA,Building & Land Use Pre-Application,Completed,2821   NW  69TH  ST   SEATTLE,McGilvra Garden Pavilion,"Conversion of existing detached garage to garden pavilion, accessory to existing single-family residence.",,,,,,Conversion to Residential
08/25/2025,004543-25PA,Building & Land Use Pre-Application,Withdrawn,8661  R   FAUNTLEROY  WAY  SW  SEATTLE,"Gas Install - 8661 FAUNTLEROY WAY SW Parcel #  5154700055, PSE # 106403062","At the property owner’s request, Puget Sound Energy (PSE) is proposing to install natural gas utility service to 8661 Fauntleroy Way SW, Seattle, Washington 98136. The project will involve digging two 2’ x 2’, 3’ deep work pits, one within Fauntleroy Way SW, and the second on private property. PSE will also have to “pothole” to locate and avoid disturbing a sewer line. PSE will tie into the existing gas main and then directionally drill to the residence and install a gas meter.  The work should take no more than 2 days to complete. The work pits will be backfilled and the road surface will be restored. PSE is applying for a shoreline exemption as the work is within the Urban Residential shoreline jurisdiction of The Puget Sound. PSE is not removing any trees, we are requesting a shoreline exemption for a gas service installation.",,,,,,ADU/Duplex
08/25/2025,004541-25PA,Building & Land Use Pre-Application,Completed,747   N  89TH  ST   SEATTLE,747 N 89Th St,"CONSTRUCT (3), DETACHED TWO-FAMILY DWELLING UNITS",,,,,,Multiplex/Cluster
08/25/2025,004562-25PA,Building & Land Use Pre-Application,Completed,3900   SW  98TH  ST   SEATTLE,Tan 98th DADU's,Construct 2 new identical layout DADU's on the northern area of the lot. Remove existing building in northern area of the lot.,,,,,,DADU
08/25/2025,004561-25PA,Building & Land Use Pre-Application,In Process,4022    19TH  AVE  SW  SEATTLE,Replace Ceiling Light Electrical Box with Fan Rated Box,"The existing wired box is on the first floor ceiling in a 2-story house. It sits between two joists, and is flush/near flush with one of them. I was planning to use a 4 inch round 2 ft 1/8"" deep box with one of the two mounting options: brace kit or side mount to the joist(s). Both boxes are off-the-shelf parts and designed to facilitate installs for limited-to-no attic access. Each box has the same load rating of 70 lb for ceiling fans, and 150 lb for light fixtures. [8/26/2025 BGO - This is the wrong permit type. Owner has permit no 7103516-EL]There will be no change to the circuit itself, just the ceiling mount.",,,,,,Single Family Residence
08/24/2025,004536-25PA,Building & Land Use Pre-Application,Completed,7717    16TH  AVE  SW  SEATTLE,,Construct New SFR off of alley behind existing SFR (to remain),,,,,,Single Family Residence
08/22/2025,004513-25PA,Building & Land Use Pre-Application,Completed,3014   S  CHICAGO  ST   SEATTLE,,CONSTRUCT (4) UNITS WITH (2) OPEN PARKING STALLS & (2) GARAGES; PLAT LOTS 1-2,,,,,,Multiplex/Cluster
08/22/2025,004514-25PA,Building & Land Use Pre-Application,Completed,3014   S  CHICAGO  ST   SEATTLE,,CONSTRUCT (6) UNITS WITH (3) GARAGES AND (3) OPEN PARKING STALLS; PLAT LOTS 3-5,,,,,,Multiplex/Cluster
08/22/2025,004522-25PA,Building & Land Use Pre-Application,Reviews Completed,3022    FAUNTLEROY  AVE  SW,Fauntleroy Property Development #2,The owner would like to develop this land into a residential single family house with a DADU at its rear yard,,,,,,DADU
08/22/2025,004515-25PA,Building & Land Use Pre-Application,Completed,3014   S  CHICAGO  ST   SEATTLE,,CONSTRUCT (4) UNITS WITH (2) GARAGES AND (2) OPEN PARKING STALLS; PLAT LOTS 6-7,,,,,,Multiplex/Cluster
08/22/2025,004508-25PA,Building & Land Use Pre-Application,Completed,13757    ASHWORTH  AVE  N  SEATTLE,,CONSTRUCT THREE NEW SINGLE FAMILY RESIDENCES,,,,,,Multiplex/Cluster
08/22/2025,004517-25PA,Building & Land Use Pre-Application,Reviews Completed,3020    FAUNTLEROY  AVE  SW  SEATTLE,Fauntleroy Property Development,The owner of these two side by side properties would like to develop them into a residential single family house with a DADU at the rear yard for each of these two properties.,,,,,,DADU
08/22/2025,004510-25PA,Building & Land Use Pre-Application,Completed,7531    12TH  AVE  SW  SEATTLE,,CONSTRUCT THREE NEW SINGLE FAMILY RESIDENCES,,,,,,Multiplex/Cluster
08/21/2025,004490-25PA,Building & Land Use Pre-Application,Completed,3820   NE  62nd  ST,39th Ave Residences - Unit Lot Subdivision,Unit Lot Subdivision associated with the building permit just submitted for pre-app at the same address,,,,,,Unit Lot Subdivision (ULS)
08/21/2025,004488-25PA,Building & Land Use Pre-Application,In Process,3820   NE  62ND  ST   SEATTLE,39th Ave Residences,A revision and resubmission of a withdrawn permit - 7064973-CN.  We are submitting a new permit application to vest under the new land use code applicable to the NR zones.  We propose building a new fully detached SFR west of the existing house and doing a unit lot subdivision between the two units.,,,,,,Unit Lot Subdivision (ULS)
08/21/2025,004491-25PA,Building & Land Use Pre-Application,Withdrawn,916    16TH  AVE  E  SEATTLE,Building Permit,Construct new house at back of existing home/property.,,,,,,Single Family Residence
08/21/2025,004494-25PA,Building & Land Use Pre-Application,Completed,1628    M L KING JR  WAY   SEATTLE,,2 Lot Short Subdivision,,,,,,Unit Lot Subdivision (ULS)
08/21/2025,004500-25PA,Building & Land Use Pre-Application,Completed,6522    48TH  AVE  NE  SEATTLE,Bagniy 6522 48th Ave NE New primary home,Remove & salvage the existing home build a new primary home with attached garage,,,,,,Multiplex/Cluster
08/21/2025,004503-25PA,Building & Land Use Pre-Application,Completed,8642    13TH  AVE  SW  SEATTLE,Lock Duplex,New Duplex in the eastern section of the lot. New driveway to allow for existing SFR to have a parking pad.,,,,,,Duplex + SFR
08/21/2025,004505-25PA,Building & Land Use Pre-Application,Completed,1222   S  PLUM  ST   SEATTLE,ADU,DADU,,,,,,DADU
08/21/2025,004492-25PA,Building & Land Use Pre-Application,Completed,4800    SAND POINT  WAY  NE  SEATTLE,OA.6.122 DX Replacement,"The scope of work includes and is limited to the replacement of x-ray diagnostic equipment that has reached its end of life in OA.6.122. The control room wall to be rebuilt with larger relite, new shielding, and a new countertop. New structural Unistrut will be provided to support new diagnostic equipment. Casework and finishes throughout room to be replaced to meet SCH standards.",,,,,,Multiplex/Cluster
08/20/2025,004471-25PA,Building & Land Use Pre-Application,Completed,7416    2ND  AVE  NE  SEATTLE,5ft2 Studio Architects,"Demolish existing single family house, toamalgamate two parcels, develop 8 units oftownhouses",,,,,,Multiplex/Cluster
08/20/2025,004472-25PA,Building & Land Use Pre-Application,Completed,5242    12TH  AVE  NE  SEATTLE,12th Ave NE THs,Proposing to demolish existing triplex and build four standalone SFRs.,,,,,,Multiplex/Multifamily
08/20/2025,004465-25PA,Building & Land Use Pre-Application,Completed,1912    29TH  AVE  S  SEATTLE,Wilcox Robbins Drive & Entry Walk,"Remove & replace concrete driveway & retaining walls for wider vehicle access, remove & replace concrete steps, walkway and landings at front entry walk at existing single family residence.",,,,,,Single Family Residence
08/19/2025,004458-25PA,Building & Land Use Pre-Application,Completed,4848    41st  AVE  SW,4848 41st Ave Townhouses,"Development of up to six (6) townhouses and four (4) attached accessory dwelling units, including a lot boundary adjustment for two lots, assuming future rezone to LR-1 zoning per pending One Seattle legislation.",,,,,,Unit Lot Subdivision (ULS)
08/19/2025,004445-25PA,Building & Land Use Pre-Application,Completed,5917    41ST  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEX'S, WITH PARKING PER PLAN. with Future ULS",,,,,,Unit Lot Subdivision (ULS)
08/19/2025,004441-25PA,Building & Land Use Pre-Application,Completed,5027    FAUNTLEROY  WAY  SW  SEATTLE,5027 - Demo PASV,"Demolishing existing structures for a new development. A PAR has already been created under 006615-24PA, however we need new DM number created.",,,,,,Multiplex/Cluster
08/19/2025,004447-25PA,Building & Land Use Pre-Application,Completed,2635    46th  AVE  SW,Taucher DADU,new DADU above 2-car garage off alley. Existing garage to be demolished.,,,,,,DADU
08/19/2025,004437-25PA,Building & Land Use Pre-Application,Completed,1024   NE  68TH  ST,,"BUILD 4 NEW TOWNHOUSE UNITS AND 14 STACKED DWELLING UNITS WITH ONSITE PARKING, PER PLAN. PRE-EXISTING STRUCTURES HAVE ALREADY BEEN REMOVED.",,,,,,Townhouse
08/19/2025,004460-25PA,Building & Land Use Pre-Application,Completed,8452    12TH  AVE  SW  SEATTLE,West Seattle Skinny,"My perfectly flat, rectangular lot is 20' wide and 127' deep.I now want to do Unit Lot Subdivision to create three fee simple lots. On each lot I want to put a SFR structure whose footprint is 10' X 30', 3 stories approximately 32' high with a total living space of ~900 square feet per structure. I will have 5' side setbacks, 10' rear setback and 17' front setback.I have a 1943 deed showing the lot in its current size and shape, proving it is a 'historic lot'.I want to retain the two large, mature cedar trees at the front of the property. To do so I intend to have no off street parking and no vehicular driveway or access. Rather, I will put a 5' wide pedestrian only path along the north property line.",,,,,,Unit Lot Subdivision (ULS)
08/19/2025,004454-25PA,Building & Land Use Pre-Application,Completed,506    20TH  AVE   SEATTLE,New Duplex,Construct 2 new units on existing lot. No change to existing SFR.,,,,,,Duplex + SFR
08/19/2025,004439-25PA,Building & Land Use Pre-Application,Completed,5021    FAUNTLEROY  WAY  SW  SEATTLE,5021 - Demo PASV,"Demolishing existing structures for a new development. A PAR has already been created under 006615-24PA, however we need new DM number created.",,,,,,Multiplex/Cluster
08/19/2025,004443-25PA,Building & Land Use Pre-Application,Completed,5035    FAUNTLEROY  WAY  SW  SEATTLE,5035 - Demo PASV,"Demolishing existing structures for a new development. A PAR has already been created under 006615-24PA, however we need new DM number created.",,,,,,Multiplex/Cluster
08/19/2025,004444-25PA,Building & Land Use Pre-Application,In Process,5041    FAUNTLEROY  WAY  SW  SEATTLE,5041 - Demo PASV,"Demolishing existing structures for a new development. A PAR has already been created under 006615-24PA, however we need new DM number created.",,,,,,Multiplex/Cluster
08/19/2025,004455-25PA,Building & Land Use Pre-Application,Completed,3853    42ND  AVE  NE  SEATTLE,SHELTER LAURELHURST,DEMOLISH EXISTING HOUSE.  CONSTRUCT THREE PRIMARY DWELLING UNITS WITH THREE ACCESSORY PARKING STALLS.,,,,,,Multiplex/Cluster
08/18/2025,004419-25PA,Building & Land Use Pre-Application,Completed,2039   N  78th  ST,,"DEMOLISH EXISTING BUILDINGS, LBA, CONSTRUCT FOUR NEW PER NEW SFR'S ON PARCEL 'A' AND CONSTRUCT THREE NEW SFR'S ON PARCEL 'B' , WITH PARKING PER PLAN. With Future ULS",,,,,,Unit Lot Subdivision (ULS)
08/18/2025,004416-25PA,Building & Land Use Pre-Application,Completed,8145    30TH  AVE  SW  SEATTLE,,New duplex and two new DADUs at 8145 30th Ave SW. Existing residence to be demolished under 7064606-DM,,,,,,DADU
08/18/2025,004420-25PA,Building & Land Use Pre-Application,Completed,12016    3RD  AVE  NE  SEATTLE,,2-LOT LBA,,,,,,Unit Lot Subdivision (ULS)
08/18/2025,004427-25PA,Building & Land Use Pre-Application,Completed,1762   NW  60TH  ST   SEATTLE,,4-UNIT ULS,,,,,,Unit Lot Subdivision (ULS)
08/18/2025,004418-25PA,Building & Land Use Pre-Application,Completed,7324    27th  AVE  NW,,"DEMOLISH EXISTING BUILDING,CONSTRUCT THREE NEW SFR'S, WITH PARKING PER PLAN. With Future ULS",,,,,,Unit Lot Subdivision (ULS)
08/18/2025,004423-25PA,Building & Land Use Pre-Application,Completed,1762   NW  60TH  ST   SEATTLE,,4-UNIT ULS,,,,,,Unit Lot Subdivision (ULS)
08/18/2025,004417-25PA,Building & Land Use Pre-Application,Reviews Completed,8149    30TH  AVE  SW  SEATTLE,,"Two new DADUs and new Duplex on existing vacant lot, parcel 	436370-0311, to the south of property address 8145 30th Ave SW.",,,,,,DADU
08/16/2025,004406-25PA,Building & Land Use Pre-Application,Completed,1815    5TH  AVE  N  SEATTLE,,"EXISTING STRUCTURE TO BE DEMOLISHED, CONSTRUCT NEW FOUR-STORY TOWNHOUSE STRUCTURE.",,,,,,Townhouse
08/16/2025,004402-25PA,Building & Land Use Pre-Application,Additional Info Requested,7921    Renton  AVE  S,Demo house,Demo existing house for new short plat permitting,,,,,,Unit Lot Subdivision (ULS)
08/15/2025,004386-25PA,Building & Land Use Pre-Application,Completed,1500  E   42ND  AVE  E  SEATTLE,New Skylight at Living Room of Existing Single Family Home,New skylight at living room of existing single family home,,,,,,Single Family Residence
08/15/2025,004395-25PA,Building & Land Use Pre-Application,Completed,6833    27TH  AVE  NE  SEATTLE,Sue 27th Ave NE,Demolition of an existing single family residence and proposal of a new single family residence.,,,,,,Single Family Residence
08/15/2025,004389-25PA,Building & Land Use Pre-Application,Completed,4402    40TH  AVE  SW  SEATTLE,25-0054 Basement AADU,Converting basement to AADU in existing SFR in an ECA zone.,,,,,,AADU
08/15/2025,004385-25PA,Building & Land Use Pre-Application,Completed,12034    ROOSEVELT  WAY  NE  SEATTLE,12034 Roosvelt Way NE,"Demolition of existing SFR, construction of 8 townhomes",,,,,,Townhouse
08/15/2025,004377-25PA,Building & Land Use Pre-Application,Completed,955    10TH  AVE  E  SEATTLE,,8-UNIT ULS,,,,,,Unit Lot Subdivision (ULS)
08/15/2025,004379-25PA,Building & Land Use Pre-Application,Completed,949    10TH  AVE  E  SEATTLE,,6-Unit ULS,,,,,,Unit Lot Subdivision (ULS)
08/15/2025,004387-25PA,Building & Land Use Pre-Application,Completed,4161    39TH  AVE  S  SEATTLE,,construct single family dwelling per plan.,,,,,,Single Family Residence
08/15/2025,004396-25PA,Building & Land Use Pre-Application,Completed,9814    45TH  AVE  SW  SEATTLE,,Build a second DADU on the property. (First DADU Proposed/Reviewed In Record 7080258-CN) Zoning reviewer has asked me to obtain a second permit for change of scope.,,,,,,DADU
08/14/2025,004365-25PA,Building & Land Use Pre-Application,Completed,6318    41ST  AVE  SW  SEATTLE,,6 lot unit lot subdivision,,,,,,Unit Lot Subdivision (ULS)
08/14/2025,004371-25PA,Building & Land Use Pre-Application,Completed,3428    35TH  AVE  SW  SEATTLE,OA Spokane St Homes B,Construct one new duplex structure with garaged parking and associated site improvements.,,,,,,Multiplex/Multifamily
08/14/2025,004374-25PA,Building & Land Use Pre-Application,In Process,6225    37TH  AVE  NE,6225 37TH AVE NE,CONSTRUCT FOUR NEW SINGLE FAMILY RESIDENCES. DEMOLISH EXISTING RESIDENCE.,,,,,,Multiplex/Cluster
08/14/2025,004369-25PA,Building & Land Use Pre-Application,Completed,2410   NW  NEPTUNE  PL   SEATTLE,CGP 107 - SFR,3- story SFR with attached two-car garage and AADU,,,,,,AADU
08/14/2025,004359-25PA,Building & Land Use Pre-Application,Completed,8309    Wolcott  AVE  S,Vu Trans Townhomes,Construct two new townhomes with attached 1-car garages in backyard of existing residence.  Unit lot subdivision to be used to separate project into three properties.,,,,,,Unit Lot Subdivision (ULS)
08/14/2025,004370-25PA,Building & Land Use Pre-Application,Completed,3420    35TH  AVE  SW  SEATTLE,OA Spokane St Homes A,Construct one new duplex with garaged parking and associated site improvements.,,,,,,Multiplex/Multifamily
08/14/2025,004350-25PA,Building & Land Use Pre-Application,In Process,13559    SHERMAN  RD  NW  SEATTLE,Mattson - DADU,Inquiring to build DADU/ADU,,,,,,DADU
08/14/2025,004372-25PA,Building & Land Use Pre-Application,Reviews Completed,3402   SW  SPOKANE  ST   SEATTLE,OA Spokane St Homes C,Construct two new single family residences with garage parking and associated site improvements.,,,,,,Multiplex/Cluster
08/13/2025,004333-25PA,Building & Land Use Pre-Application,Completed,12503    DENSMORE  AVE  N  SEATTLE,Paulik,(2) NEW DADU'S W/ ATTACHED GARAGE AND (1) NEW SFR W ATTACHED GARAGE.,,,,,,DADU
08/13/2025,004334-25PA,Building & Land Use Pre-Application,Completed,1303    6TH  AVE  N  SEATTLE,,Demo all 3 structures on each house. LBA the 3 lots into two development sites. Construct 2 duplexes per new development site with parking as planned. Each site to be functionally independent.,,,,,,Unit Lot Subdivision (ULS)
08/13/2025,004347-25PA,Building & Land Use Pre-Application,Completed,6116    30TH  AVE  NW,#278 YOUNG DADU CONSTRUCTION,DADU Construction,,,,,,DADU
08/13/2025,004344-25PA,Building & Land Use Pre-Application,Completed,14324    FREMONT  AVE  N  SEATTLE,DAZL Homes Fremont AVe N,"Construction of a single family residence with an AADU and a duplex, demolish existing structures.",,,,,,AADU
08/13/2025,004332-25PA,Building & Land Use Pre-Application,Completed,8102    6TH  AVE  NW  SEATTLE,jwa786,EXISITING SFR WITH GARAGE AND ADU TO REMAIN. CONSTRUCTION OF (1) SFR WITH (2) OPEN PARKING STALLS.,,,,,,ADU
08/12/2025,004325-25PA,Building & Land Use Pre-Application,Completed,1623    5TH  AVE  W  SEATTLE,McAlister Residence,Construction of new single family residence with attached ADU.Existing DADU to remain,,,,,,DADU
08/12/2025,004324-25PA,Building & Land Use Pre-Application,Completed,1817   NW  65TH  ST   SEATTLE,Uiuiu NW 65th - New Townhomes,Demolish existing building and construct 3 new dwelling units.,,,,,,Townhouse
08/12/2025,004312-25PA,Building & Land Use Pre-Application,Completed,13733    26TH  AVE  NE  SEATTLE,2 AMIGOS,CONSTRUCT TWO NEW DADUS. MAINTAIN EXISTING SFR.,,,,,,DADU
08/12/2025,004305-25PA,Building & Land Use Pre-Application,Completed,565   S  DIRECTOR  ST   SEATTLE,Director Street Cottages,Demo existing SFR and construct 5 new SFRs w/ attached ADU,,,,,,AADU
08/12/2025,004315-25PA,Building & Land Use Pre-Application,Completed,4514    CORLISS  AVE  N  SEATTLE,,4-LOT ULS,,,,,,Unit Lot Subdivision (ULS)
08/12/2025,004310-25PA,Building & Land Use Pre-Application,Completed,1103    26TH  AVE  S  SEATTLE,Judkins Park Townhomes,Demolition of and existing single family residence and all related structures. Construction of five new multifamily units,,,,,,Townhouse
08/11/2025,004276-25PA,Building & Land Use Pre-Application,Completed,2714    12TH  AVE  S  SEATTLE,,Construct new duplex,,,,,,Multiplex/Multifamily
08/11/2025,004279-25PA,Building & Land Use Pre-Application,Completed,1628    21ST  AVE   SEATTLE,AMSALE ABERRA - ADU,"This project includes the conversion of the existing basement of a Single-Family Residence into an accessory dwelling unit. The scope of work includes excavating the existing basement slab by 20"" down and interior alterations to the basement.",,,,,,ADU
08/11/2025,004299-25PA,Building & Land Use Pre-Application,Completed,324   NE  81ST  ST   SEATTLE,Shepherd,Demo existing single family residence and detached accessory structure and construct new single family residence,,,,,,Single Family Residence
08/11/2025,004281-25PA,Building & Land Use Pre-Application,Completed,12058    evanston  AVE  N,,Construct new SFR. Existing SFR to remain. Future Unit Lot Subdivsion,,,,,,Unit Lot Subdivision (ULS)
08/11/2025,004277-25PA,Building & Land Use Pre-Application,Completed,1800    18TH  AVE  S,,DEMOLITION OF EXISTING DWELLING AND CONSTRUCTION OF 3 DUPLEXES (6 UNITS TOTAL),,,,,,Multiplex/Cluster
08/11/2025,004287-25PA,Building & Land Use Pre-Application,Completed,4521    47TH  AVE  SW  SEATTLE,4521 Narrow Erez,"New DADU to be constructed in the northwest portion of the lot, demolishing the existing detached garage.",,,,,,DADU
08/11/2025,004278-25PA,Building & Land Use Pre-Application,Completed,1405   NE  120TH  ST   SEATTLE,Anderson Development,Want to demo existing Single Family Home and Build 2 new Single Family Homes and 2 new town homes,,,,,,Multiplex/Cluster
08/09/2025,004267-25PA,Building & Land Use Pre-Application,In Process,512   N  143RD  ST   SEATTLE,Simion's DADU,Construction of a new DADU,,,,,,DADU
08/09/2025,004268-25PA,Building & Land Use Pre-Application,Completed,925   N  75TH  ST   SEATTLE,N 75th DADU,DADU project in rear yard of existing single family. No updates to existing SFR.,,,,,,DADU
08/09/2025,004265-25PA,Building & Land Use Pre-Application,Completed,808    LAKESIDE  AVE  S  SEATTLE,Leschi House - Violation Resolution,Ownership of the home has changed. This is a building permit application to address the unpermitted work associated with violation notice 1059595-VI.,,,,,,Multiplex/Cluster
08/08/2025,004260-25PA,Building & Land Use Pre-Application,Completed,2029   N  77TH  ST   SEATTLE,SHESH + ALKA AADU,CONVERT EXISTING BASEMENT INTO AN ATTACHED ACCESSORY DWELLING UNIT (AADU).,,,,,,AADU
08/08/2025,004244-25PA,Building & Land Use Pre-Application,Completed,1135   S  WEBSTER  ST   SEATTLE,2-10 BLDG PALLET RACK INSTALL COL C39,Installing 13 new pallet racks in the 2-10 building at column C-39.,,,,,,Multiplex/Cluster
08/08/2025,004262-25PA,Building & Land Use Pre-Application,Completed,11716    16TH  AVE  NE,11715-seattle renovation,"Interior renovation to an (e) sfr, finishing basement adding 3 beds and a bath",,,,,,Single Family Residence
08/08/2025,004241-25PA,Building & Land Use Pre-Application,Completed,3528   NE  125TH  ST   SEATTLE,3528 NE 125th St,Add (2) new SFRs behind existing house.,,,,,,Multiplex/Cluster
08/08/2025,004245-25PA,Building & Land Use Pre-Application,Completed,10041    51ST  AVE  S  SEATTLE,25-0214 New DADU,"New DADU on the northwest portion of lot, per standard plan 6880596-SP.Existing detached garage and carport structure to be removed.",,,,,,DADU
08/07/2025,004232-25PA,Building & Land Use Pre-Application,Completed,5946    47TH  AVE  SW  SEATTLE,,CONSTRUCT 3 UNITS WITH ATTACHED GARAGE PARKING.,,,,,,Multiplex/Cluster
08/07/2025,004223-25PA,Building & Land Use Pre-Application,Completed,8110    STONE  AVE  N  SEATTLE,#256 CAOILE DADU CONSTRUCTION,DADU CONSTRUCTION,,,,,,DADU
08/07/2025,004239-25PA,Building & Land Use Pre-Application,Completed,4602   SW  BRANDON  ST   SEATTLE,Building a new home,Demolish existing single-family residence and construct a new 3-story SFR with first-floor built-in garage and ADU.,,,,,,ADU
08/07/2025,004222-25PA,Building & Land Use Pre-Application,Completed,2558   NE  91ST  ST   SEATTLE,Attached bicycle storage,Upper stacked flat has not sold.   Major criticism is lack of ground level bicycle storage (64 sf).  Attached bicycle storage is being proposed in only available location - based on One Seattle revision (smaller front yard setback).,,,,,,Multiplex/Multifamily
