Created Date,Record Number,Record Type,Status,Address,Property/Project Name,Description,Expiration Date,Column 1,Column 2,Latitude,Longitude,Processed_Category
08/22/2025,004515-25PA,Building & Land Use Pre-Application,Completed,3014   S  CHICAGO  ST   SEATTLE,,CONSTRUCT (4) UNITS WITH (2) GARAGES AND (2) OPEN PARKING STALLS; PLAT LOTS 6-7,,,,47.57622425,-122.2970299508547,Multiplex/Cluster
08/22/2025,004508-25PA,Building & Land Use Pre-Application,Completed,13757    ASHWORTH  AVE  N  SEATTLE,,CONSTRUCT THREE NEW SINGLE FAMILY RESIDENCES,,,,47.7303377,-122.33994777653533,Multiplex/Cluster
08/22/2025,004517-25PA,Building & Land Use Pre-Application,Reviews Completed,3020    FAUNTLEROY  AVE  SW  SEATTLE,Fauntleroy Property Development,The owner of these two side by side properties would like to develop them into a residential single family house with a DADU at the rear yard for each of these two properties.,,,,47.5824428,-122.37364,DADU
08/22/2025,004510-25PA,Building & Land Use Pre-Application,Completed,7531    12TH  AVE  SW  SEATTLE,,CONSTRUCT THREE NEW SINGLE FAMILY RESIDENCES,,,,47.534627549999996,-122.35084010278544,Multiplex/Cluster
08/21/2025,004490-25PA,Building & Land Use Pre-Application,Completed,3820   NE  62nd  ST,39th Ave Residences - Unit Lot Subdivision,Unit Lot Subdivision associated with the building permit just submitted for pre-app at the same address,,,,47.62129962378271,-122.34902842403872,Unit Lot Subdivision (ULS)
08/21/2025,004488-25PA,Building & Land Use Pre-Application,In Process,3820   NE  62ND  ST   SEATTLE,39th Ave Residences,A revision and resubmission of a withdrawn permit - 7064973-CN.  We are submitting a new permit application to vest under the new land use code applicable to the NR zones.  We propose building a new fully detached SFR west of the existing house and doing a unit lot subdivision between the two units.,,,,47.6736239,-122.2662436,Unit Lot Subdivision (ULS)
08/21/2025,004491-25PA,Building & Land Use Pre-Application,Withdrawn,916    16TH  AVE  E  SEATTLE,Building Permit,Construct new house at back of existing home/property.,,,,47.6274401,-122.31093734632015,Single Family Residence
08/21/2025,004494-25PA,Building & Land Use Pre-Application,Completed,1628    M L KING JR  WAY   SEATTLE,,2 Lot Short Subdivision,,,,38.886100049999996,-77.04434084918319,Unit Lot Subdivision (ULS)
08/21/2025,004500-25PA,Building & Land Use Pre-Application,Completed,6522    48TH  AVE  NE  SEATTLE,Bagniy 6522 48th Ave NE New primary home,Remove & salvage the existing home build a new primary home with attached garage,,,,47.67653525,-122.27659149017256,Multiplex/Cluster
08/21/2025,004503-25PA,Building & Land Use Pre-Application,Completed,8642    13TH  AVE  SW  SEATTLE,Lock Duplex,New Duplex in the eastern section of the lot. New driveway to allow for existing SFR to have a parking pad.,,,,47.525220899999994,-122.3515554571369,Duplex + SFR
08/21/2025,004505-25PA,Building & Land Use Pre-Application,Completed,1222   S  PLUM  ST   SEATTLE,ADU,DADU,,,,47.585701549999996,-122.3162741502397,DADU
08/21/2025,004492-25PA,Building & Land Use Pre-Application,Completed,4800    SAND POINT  WAY  NE  SEATTLE,OA.6.122 DX Replacement,"The scope of work includes and is limited to the replacement of x-ray diagnostic equipment that has reached its end of life in OA.6.122. The control room wall to be rebuilt with larger relite, new shielding, and a new countertop. New structural Unistrut will be provided to support new diagnostic equipment. Casework and finishes throughout room to be replaced to meet SCH standards.",,,,47.6647522,-122.282768,Multiplex/Cluster
08/20/2025,004471-25PA,Building & Land Use Pre-Application,Completed,7416    2ND  AVE  NE  SEATTLE,5ft2 Studio Architects,"Demolish existing single family house, toamalgamate two parcels, develop 8 units oftownhouses",,,,47.683001149999996,-122.32676708351013,Multiplex/Cluster
08/20/2025,004472-25PA,Building & Land Use Pre-Application,Completed,5242    12TH  AVE  NE  SEATTLE,12th Ave NE THs,Proposing to demolish existing triplex and build four standalone SFRs.,,,,47.667648,-122.31490579591873,Multiplex/Multifamily
08/20/2025,004465-25PA,Building & Land Use Pre-Application,Completed,1912    29TH  AVE  S  SEATTLE,Wilcox Robbins Drive & Entry Walk,"Remove & replace concrete driveway & retaining walls for wider vehicle access, remove & replace concrete steps, walkway and landings at front entry walk at existing single family residence.",,,,47.58590355,-122.2947488860842,Single Family Residence
08/19/2025,004458-25PA,Building & Land Use Pre-Application,Completed,4848    41st  AVE  SW,4848 41st Ave Townhouses,"Development of up to six (6) townhouses and four (4) attached accessory dwelling units, including a lot boundary adjustment for two lots, assuming future rezone to LR-1 zoning per pending One Seattle legislation.",,,,47.55918165,-122.31312028444518,Unit Lot Subdivision (ULS)
08/19/2025,004445-25PA,Building & Land Use Pre-Application,Completed,5917    41ST  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEX'S, WITH PARKING PER PLAN. with Future ULS",,,,47.54972305,-122.3846598489055,Unit Lot Subdivision (ULS)
08/19/2025,004441-25PA,Building & Land Use Pre-Application,Completed,5027    FAUNTLEROY  WAY  SW  SEATTLE,5027 - Demo PASV,"Demolishing existing structures for a new development. A PAR has already been created under 006615-24PA, however we need new DM number created.",,,,47.5566394,-122.3819719,Multiplex/Cluster
08/19/2025,004447-25PA,Building & Land Use Pre-Application,Completed,2635    46th  AVE  SW,Taucher DADU,new DADU above 2-car garage off alley. Existing garage to be demolished.,,,,47.58013835,-122.39096895006215,DADU
08/19/2025,004437-25PA,Building & Land Use Pre-Application,Completed,1024   NE  68TH  ST,,"BUILD 4 NEW TOWNHOUSE UNITS AND 14 STACKED DWELLING UNITS WITH ONSITE PARKING, PER PLAN. PRE-EXISTING STRUCTURES HAVE ALREADY BEEN REMOVED.",,,,47.6294053,-122.32564282953891,Townhouse
08/19/2025,004460-25PA,Building & Land Use Pre-Application,Completed,8452    12TH  AVE  SW  SEATTLE,West Seattle Skinny,"My perfectly flat, rectangular lot is 20' wide and 127' deep.I now want to do Unit Lot Subdivision to create three fee simple lots. On each lot I want to put a SFR structure whose footprint is 10' X 30', 3 stories approximately 32' high with a total living space of ~900 square feet per structure. I will have 5' side setbacks, 10' rear setback and 17' front setback.I have a 1943 deed showing the lot in its current size and shape, proving it is a 'historic lot'.I want to retain the two large, mature cedar trees at the front of the property. To do so I intend to have no off street parking and no vehicular driveway or access. Rather, I will put a 5' wide pedestrian only path along the north property line.",,,,,,Unit Lot Subdivision (ULS)
08/19/2025,004454-25PA,Building & Land Use Pre-Application,Completed,506    20TH  AVE   SEATTLE,New Duplex,Construct 2 new units on existing lot. No change to existing SFR.,,,,47.6234978,-122.3055037,Duplex + SFR
08/19/2025,004439-25PA,Building & Land Use Pre-Application,Completed,5021    FAUNTLEROY  WAY  SW  SEATTLE,5021 - Demo PASV,"Demolishing existing structures for a new development. A PAR has already been created under 006615-24PA, however we need new DM number created.",,,,47.5568214,-122.3818842,Multiplex/Cluster
08/19/2025,004443-25PA,Building & Land Use Pre-Application,Completed,5035    FAUNTLEROY  WAY  SW  SEATTLE,5035 - Demo PASV,"Demolishing existing structures for a new development. A PAR has already been created under 006615-24PA, however we need new DM number created.",,,,47.5564335,-122.3819851,Multiplex/Cluster
08/19/2025,004444-25PA,Building & Land Use Pre-Application,In Process,5041    FAUNTLEROY  WAY  SW  SEATTLE,5041 - Demo PASV,"Demolishing existing structures for a new development. A PAR has already been created under 006615-24PA, however we need new DM number created.",,,,47.5562988,-122.3819487,Multiplex/Cluster
08/19/2025,004455-25PA,Building & Land Use Pre-Application,Completed,3853    42ND  AVE  NE  SEATTLE,SHELTER LAURELHURST,DEMOLISH EXISTING HOUSE.  CONSTRUCT THREE PRIMARY DWELLING UNITS WITH THREE ACCESSORY PARKING STALLS.,,,,47.657675499999996,-122.28306976625288,Multiplex/Cluster
08/18/2025,004419-25PA,Building & Land Use Pre-Application,Completed,2039   N  78th  ST,,"DEMOLISH EXISTING BUILDINGS, LBA, CONSTRUCT FOUR NEW PER NEW SFR'S ON PARCEL 'A' AND CONSTRUCT THREE NEW SFR'S ON PARCEL 'B' , WITH PARKING PER PLAN. With Future ULS",,,,47.68561875,-122.33418368276381,Unit Lot Subdivision (ULS)
08/18/2025,004416-25PA,Building & Land Use Pre-Application,Completed,8145    30TH  AVE  SW  SEATTLE,,New duplex and two new DADUs at 8145 30th Ave SW. Existing residence to be demolished under 7064606-DM,,,,47.528785850000006,-122.37154735,DADU
08/18/2025,004420-25PA,Building & Land Use Pre-Application,Completed,12016    3RD  AVE  NE  SEATTLE,,2-LOT LBA,,,,47.7165505,-122.3606537939324,Unit Lot Subdivision (ULS)
08/18/2025,004427-25PA,Building & Land Use Pre-Application,Completed,1762   NW  60TH  ST   SEATTLE,,4-UNIT ULS,,,,47.6725435,-122.37636,Unit Lot Subdivision (ULS)
08/18/2025,004418-25PA,Building & Land Use Pre-Application,Completed,7324    27th  AVE  NW,,"DEMOLISH EXISTING BUILDING,CONSTRUCT THREE NEW SFR'S, WITH PARKING PER PLAN. With Future ULS",,,,47.6821116,-122.39057029477556,Unit Lot Subdivision (ULS)
08/18/2025,004423-25PA,Building & Land Use Pre-Application,Completed,1762   NW  60TH  ST   SEATTLE,,4-UNIT ULS,,,,47.6725435,-122.37636,Unit Lot Subdivision (ULS)
08/18/2025,004417-25PA,Building & Land Use Pre-Application,Reviews Completed,8149    30TH  AVE  SW  SEATTLE,,"Two new DADUs and new Duplex on existing vacant lot, parcel 	436370-0311, to the south of property address 8145 30th Ave SW.",,,,47.5720808,-122.3706111,DADU
08/16/2025,004406-25PA,Building & Land Use Pre-Application,Completed,1815    5TH  AVE  N  SEATTLE,,"EXISTING STRUCTURE TO BE DEMOLISHED, CONSTRUCT NEW FOUR-STORY TOWNHOUSE STRUCTURE.",,,,47.6353624,-122.3478691,Townhouse
08/16/2025,004402-25PA,Building & Land Use Pre-Application,Additional Info Requested,7921    Renton  AVE  S,Demo house,Demo existing house for new short plat permitting,,,,47.530886699999996,-122.27846622700518,Unit Lot Subdivision (ULS)
08/15/2025,004386-25PA,Building & Land Use Pre-Application,Completed,1500  E   42ND  AVE  E  SEATTLE,New Skylight at Living Room of Existing Single Family Home,New skylight at living room of existing single family home,,,,47.6329722,-122.2769805379553,Single Family Residence
08/15/2025,004395-25PA,Building & Land Use Pre-Application,Completed,6833    27TH  AVE  NE  SEATTLE,Sue 27th Ave NE,Demolition of an existing single family residence and proposal of a new single family residence.,,,,47.6785896,-122.2988214,Single Family Residence
08/15/2025,004389-25PA,Building & Land Use Pre-Application,Completed,4402    40TH  AVE  SW  SEATTLE,25-0054 Basement AADU,Converting basement to AADU in existing SFR in an ECA zone.,,,,47.56455925,-122.38250085839658,AADU
08/15/2025,004385-25PA,Building & Land Use Pre-Application,Completed,12034    ROOSEVELT  WAY  NE  SEATTLE,12034 Roosvelt Way NE,"Demolition of existing SFR, construction of 8 townhomes",,,,47.71680485,-122.31765024270032,Townhouse
08/15/2025,004377-25PA,Building & Land Use Pre-Application,Completed,955    10TH  AVE  E  SEATTLE,,8-UNIT ULS,,,,47.62849425,-122.32052142712028,Unit Lot Subdivision (ULS)
08/15/2025,004379-25PA,Building & Land Use Pre-Application,Completed,949    10TH  AVE  E  SEATTLE,,6-Unit ULS,,,,47.6282667,-122.3205066,Unit Lot Subdivision (ULS)
08/15/2025,004387-25PA,Building & Land Use Pre-Application,Completed,4161    39TH  AVE  S  SEATTLE,,construct single family dwelling per plan.,,,,47.5644236,-122.28411944726494,Single Family Residence
08/15/2025,004396-25PA,Building & Land Use Pre-Application,Completed,9814    45TH  AVE  SW  SEATTLE,,Build a second DADU on the property. (First DADU Proposed/Reviewed In Record 7080258-CN) Zoning reviewer has asked me to obtain a second permit for change of scope.,,,,47.515119,-122.38964914568861,DADU
08/14/2025,004365-25PA,Building & Land Use Pre-Application,Completed,6318    41ST  AVE  SW  SEATTLE,,6 lot unit lot subdivision,,,,47.54605325,-122.38415345,Unit Lot Subdivision (ULS)
08/14/2025,004371-25PA,Building & Land Use Pre-Application,Completed,3428    35TH  AVE  SW  SEATTLE,OA Spokane St Homes B,Construct one new duplex structure with garaged parking and associated site improvements.,,,,47.2952752,-122.3771905,Multiplex/Multifamily
08/14/2025,004374-25PA,Building & Land Use Pre-Application,In Process,6225    37TH  AVE  NE,6225 37TH AVE NE,CONSTRUCT FOUR NEW SINGLE FAMILY RESIDENCES. DEMOLISH EXISTING RESIDENCE.,,,,47.6748132,-122.28834499491194,Multiplex/Cluster
08/14/2025,004369-25PA,Building & Land Use Pre-Application,Completed,2410   NW  NEPTUNE  PL   SEATTLE,CGP 107 - SFR,3- story SFR with attached two-car garage and AADU,,,,47.7009929,-122.38783815600678,AADU
08/14/2025,004359-25PA,Building & Land Use Pre-Application,Completed,8309    Wolcott  AVE  S,Vu Trans Townhomes,Construct two new townhomes with attached 1-car garages in backyard of existing residence.  Unit lot subdivision to be used to separate project into three properties.,,,,47.52928105,-122.26850164651457,Unit Lot Subdivision (ULS)
08/14/2025,004370-25PA,Building & Land Use Pre-Application,Completed,3420    35TH  AVE  SW  SEATTLE,OA Spokane St Homes A,Construct one new duplex with garaged parking and associated site improvements.,,,,47.57176155,-122.28856630251475,Multiplex/Multifamily
08/14/2025,004350-25PA,Building & Land Use Pre-Application,In Process,13559    SHERMAN  RD  NW  SEATTLE,Mattson - DADU,Inquiring to build DADU/ADU,,,,,,DADU
08/14/2025,004372-25PA,Building & Land Use Pre-Application,Reviews Completed,3402   SW  SPOKANE  ST   SEATTLE,OA Spokane St Homes C,Construct two new single family residences with garage parking and associated site improvements.,,,,47.572083750000004,-122.37533412652154,Multiplex/Cluster
08/13/2025,004333-25PA,Building & Land Use Pre-Application,Completed,12503    DENSMORE  AVE  N  SEATTLE,Paulik,(2) NEW DADU'S W/ ATTACHED GARAGE AND (1) NEW SFR W ATTACHED GARAGE.,,,,47.7197416,-122.338832025,DADU
08/13/2025,004334-25PA,Building & Land Use Pre-Application,Completed,1303    6TH  AVE  N  SEATTLE,,Demo all 3 structures on each house. LBA the 3 lots into two development sites. Construct 2 duplexes per new development site with parking as planned. Each site to be functionally independent.,,,,47.63079745,-122.3451944996147,Unit Lot Subdivision (ULS)
08/13/2025,004347-25PA,Building & Land Use Pre-Application,Completed,6116    30TH  AVE  NW,#278 YOUNG DADU CONSTRUCTION,DADU Construction,,,,47.67353865,-122.39542344354922,DADU
08/13/2025,004344-25PA,Building & Land Use Pre-Application,Completed,14324    FREMONT  AVE  N  SEATTLE,DAZL Homes Fremont AVe N,"Construction of a single family residence with an AADU and a duplex, demolish existing structures.",,,,47.7331616,-122.35022418792244,AADU
08/13/2025,004332-25PA,Building & Land Use Pre-Application,Completed,8102    6TH  AVE  NW  SEATTLE,jwa786,EXISITING SFR WITH GARAGE AND ADU TO REMAIN. CONSTRUCTION OF (1) SFR WITH (2) OPEN PARKING STALLS.,,,,47.6878538,-122.36308802262786,ADU
08/12/2025,004325-25PA,Building & Land Use Pre-Application,Completed,1623    5TH  AVE  W  SEATTLE,McAlister Residence,Construction of new single family residence with attached ADU.Existing DADU to remain,,,,47.6342875,-122.3640113080501,DADU
08/12/2025,004324-25PA,Building & Land Use Pre-Application,Completed,1817   NW  65TH  ST   SEATTLE,Uiuiu NW 65th - New Townhomes,Demolish existing building and construct 3 new dwelling units.,,,,47.675821049999996,-122.38076172546053,Townhouse
08/12/2025,004312-25PA,Building & Land Use Pre-Application,Completed,13733    26TH  AVE  NE  SEATTLE,2 AMIGOS,CONSTRUCT TWO NEW DADUS. MAINTAIN EXISTING SFR.,,,,47.7292282,-122.3010819364865,DADU
08/12/2025,004305-25PA,Building & Land Use Pre-Application,Completed,565   S  DIRECTOR  ST   SEATTLE,Director Street Cottages,Demo existing SFR and construct 5 new SFRs w/ attached ADU,,,,47.52212615,-122.32557530091836,AADU
08/12/2025,004315-25PA,Building & Land Use Pre-Application,Completed,4514    CORLISS  AVE  N  SEATTLE,,4-LOT ULS,,,,47.66191605,-122.33105173292455,Unit Lot Subdivision (ULS)
08/12/2025,004310-25PA,Building & Land Use Pre-Application,Completed,1103    26TH  AVE  S  SEATTLE,Judkins Park Townhomes,Demolition of and existing single family residence and all related structures. Construction of five new multifamily units,,,,47.61172485,-122.29911493604911,Townhouse
08/11/2025,004276-25PA,Building & Land Use Pre-Application,Completed,2714    12TH  AVE  S  SEATTLE,,Construct new duplex,,,,47.578989199999995,-122.3170897863275,Multiplex/Multifamily
08/11/2025,004279-25PA,Building & Land Use Pre-Application,Completed,1628    21ST  AVE   SEATTLE,AMSALE ABERRA - ADU,"This project includes the conversion of the existing basement of a Single-Family Residence into an accessory dwelling unit. The scope of work includes excavating the existing basement slab by 20"" down and interior alterations to the basement.",,,,47.61619365,-122.30456138479033,ADU
08/11/2025,004299-25PA,Building & Land Use Pre-Application,Completed,324   NE  81ST  ST   SEATTLE,Shepherd,Demo existing single family residence and detached accessory structure and construct new single family residence,,,,47.687703400000004,-122.32455770848533,Single Family Residence
08/11/2025,004281-25PA,Building & Land Use Pre-Application,Completed,12058    evanston  AVE  N,,Construct new SFR. Existing SFR to remain. Future Unit Lot Subdivsion,,,,47.717612450000004,-122.35126823395493,Unit Lot Subdivision (ULS)
08/11/2025,004277-25PA,Building & Land Use Pre-Application,Completed,1800    18TH  AVE  S,,DEMOLITION OF EXISTING DWELLING AND CONSTRUCTION OF 3 DUPLEXES (6 UNITS TOTAL),,,,47.586867850000004,-122.30922377485186,Multiplex/Cluster
08/11/2025,004287-25PA,Building & Land Use Pre-Application,Completed,4521    47TH  AVE  SW  SEATTLE,4521 Narrow Erez,"New DADU to be constructed in the northwest portion of the lot, demolishing the existing detached garage.",,,,47.56229935,-122.39245175239937,DADU
08/11/2025,004278-25PA,Building & Land Use Pre-Application,Completed,1405   NE  120TH  ST   SEATTLE,Anderson Development,Want to demo existing Single Family Home and Build 2 new Single Family Homes and 2 new town homes,,,,47.715606449999996,-122.31377517281572,Multiplex/Cluster
08/09/2025,004267-25PA,Building & Land Use Pre-Application,In Process,512   N  143RD  ST   SEATTLE,Simion's DADU,Construction of a new DADU,,,,47.73251415,-122.35251439999999,DADU
08/09/2025,004268-25PA,Building & Land Use Pre-Application,Completed,925   N  75TH  ST   SEATTLE,N 75th DADU,DADU project in rear yard of existing single family. No updates to existing SFR.,,,,47.68312605,-122.34524877312161,DADU
08/09/2025,004265-25PA,Building & Land Use Pre-Application,Completed,808    LAKESIDE  AVE  S  SEATTLE,Leschi House - Violation Resolution,Ownership of the home has changed. This is a building permit application to address the unpermitted work associated with violation notice 1059595-VI.,,,,47.59535885,-122.28735911332191,Multiplex/Cluster
08/08/2025,004260-25PA,Building & Land Use Pre-Application,Completed,2029   N  77TH  ST   SEATTLE,SHESH + ALKA AADU,CONVERT EXISTING BASEMENT INTO AN ATTACHED ACCESSORY DWELLING UNIT (AADU).,,,,47.6847069,-122.33369781634413,AADU
08/08/2025,004244-25PA,Building & Land Use Pre-Application,Completed,1135   S  WEBSTER  ST   SEATTLE,2-10 BLDG PALLET RACK INSTALL COL C39,Installing 13 new pallet racks in the 2-10 building at column C-39.,,,,47.606728950000004,-122.3401148967327,Multiplex/Cluster
08/08/2025,004262-25PA,Building & Land Use Pre-Application,Completed,11716    16TH  AVE  NE,11715-seattle renovation,"Interior renovation to an (e) sfr, finishing basement adding 3 beds and a bath",,,,47.548193299999994,-122.35233908228187,Single Family Residence
08/08/2025,004241-25PA,Building & Land Use Pre-Application,Completed,3528   NE  125TH  ST   SEATTLE,3528 NE 125th St,Add (2) new SFRs behind existing house.,,,,47.7194044,-122.28951049615284,Multiplex/Cluster
08/08/2025,004245-25PA,Building & Land Use Pre-Application,Completed,10041    51ST  AVE  S  SEATTLE,25-0214 New DADU,"New DADU on the northwest portion of lot, per standard plan 6880596-SP.Existing detached garage and carport structure to be removed.",,,,47.5099141,-122.2703495046398,DADU
08/07/2025,004232-25PA,Building & Land Use Pre-Application,Completed,5946    47TH  AVE  SW  SEATTLE,,CONSTRUCT 3 UNITS WITH ATTACHED GARAGE PARKING.,,,,47.548988449999996,-122.39218653144104,Multiplex/Cluster
08/07/2025,004223-25PA,Building & Land Use Pre-Application,Completed,8110    STONE  AVE  N  SEATTLE,#256 CAOILE DADU CONSTRUCTION,DADU CONSTRUCTION,,,,47.68808415,-122.34153756016653,DADU
08/07/2025,004239-25PA,Building & Land Use Pre-Application,Completed,4602   SW  BRANDON  ST   SEATTLE,Building a new home,Demolish existing single-family residence and construct a new 3-story SFR with first-floor built-in garage and ADU.,,,,47.554120749999996,-122.39089968085278,ADU
08/07/2025,004222-25PA,Building & Land Use Pre-Application,Completed,2558   NE  91ST  ST   SEATTLE,Attached bicycle storage,Upper stacked flat has not sold.   Major criticism is lack of ground level bicycle storage (64 sf).  Attached bicycle storage is being proposed in only available location - based on One Seattle revision (smaller front yard setback).,,,,47.695009150000004,-122.29895664199421,Multiplex/Multifamily
08/07/2025,004219-25PA,Building & Land Use Pre-Application,Completed,6027    4TH  AVE  NE  SEATTLE,,"DEMOLISH EXISTING BUILDING, CONSTRUCT FOUR NEW SFR'S, WITH PARKING PER PLAN.",,,,47.6732138,-122.36216169917064,Multiplex/Cluster
08/06/2025,004198-25PA,Building & Land Use Pre-Application,Withdrawn,211    31st  AVE,,Demo existing house. LBA the existing lot into two lots. Construct new SFR with parking per plan on middle lot.,,,,47.60044255,-122.29284972064006,Unit Lot Subdivision (ULS)
08/06/2025,004195-25PA,Building & Land Use Pre-Application,Completed,3021   NW  62ND  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT TWO NEW DUPLEX'S, WITH PARKING PER PLAN.",,,,47.57697605,-122.41256135,Multiplex/Multifamily
08/06/2025,004197-25PA,Building & Land Use Pre-Application,Completed,215    31ST  AVE   SEATTLE,,Demo existing house. LBA the existing lot into two lots. Construct new SFR with parking per plan on northern lot.,,,,47.6036151,-122.2930051,Unit Lot Subdivision (ULS)
08/06/2025,004205-25PA,Building & Land Use Pre-Application,Completed,6340    4TH  AVE  NE  SEATTLE,,"Existing vacant lot. CONSTRUCT ONE NEW DUPLEX, WITHPARKING PER PLAN.",,,,47.6755886,-122.3242245,Multiplex/Multifamily
08/06/2025,004193-25PA,Building & Land Use Pre-Application,Completed,13540    25TH  AVE  NE  SEATTLE,NEW SFR,Construct 1 new single family residence on existing lot. Demo existing detached garage. No change to existing SFR.,,,,47.72787305,-122.30145466526317,Single Family Residence
08/06/2025,004196-25PA,Building & Land Use Pre-Application,Completed,220   N  58TH  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT ONE NEW DUPLEX AND ONE NEW SFR, WITHPARKING PER PLAN.",,,,47.6713555,-122.35560225641444,Duplex + SFR
08/06/2025,004214-25PA,Building & Land Use Pre-Application,Reviews Completed,9714    PALATINE  AVE  N  SEATTLE,Uiuiu Palatine,Demolish existing house and build four new units,,,,47.70014995,-122.35646010913993,Multiplex/Cluster
08/06/2025,004200-25PA,Building & Land Use Pre-Application,Completed,207    31ST  AVE   SEATTLE,,Demo existing house. Recognize underlying lot. Construct new SFR with parking per plan.,,,,47.6006031,-122.3344038,Single Family Residence
08/06/2025,004191-25PA,Building & Land Use Pre-Application,Reviews Completed,12242    11TH  AVE  NW  SEATTLE,,Construct 3 new SFR. Existing SFR to remain.,,,,47.719041250000004,-122.37009615577506,Multiplex/Cluster
08/06/2025,004204-25PA,Building & Land Use Pre-Application,Completed,2724    WALNUT  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT ONE NEW DUPLEX AND ONE NEW SFR, WITHPARKING PER PLAN.",,,,47.5785046,-122.38299152598468,Duplex + SFR
08/06/2025,004216-25PA,Building & Land Use Pre-Application,Completed,8704    28TH  AVE  NW  SEATTLE,,CONSTRUCT THREE NEW SINGLE FAMILY HOMES.,,,,47.69224355,-122.39267981447978,Multiplex/Cluster
08/06/2025,004201-25PA,Building & Land Use Pre-Application,Completed,4412    CORLISS  AVE  N,,6-LOT ULS,,,,47.660716750000006,-122.33105520396418,Unit Lot Subdivision (ULS)
08/06/2025,004188-25PA,Building & Land Use Pre-Application,Completed,100    ROY  ST,BODYROK - Roy,"Initial build of a Pilates studio - scope (2264 SF) includes check-in area, (2) single occupant restrooms, storage closet and Pilates studio.",,,,47.6047692,-122.33690235914787,Multiplex/Cluster
08/05/2025,004163-25PA,Building & Land Use Pre-Application,Completed,3314   W  ARMOUR  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT FOUR NEW SFR'S, WITH PARKING PER PLAN.",,,,47.645170449999995,-122.4003076284599,Multiplex/Cluster
08/05/2025,004172-25PA,Building & Land Use Pre-Application,Completed,1313    29TH  AVE  S  SEATTLE,,3-lot ULS,,,,47.61604497636794,-122.29486339286103,Unit Lot Subdivision (ULS)
08/05/2025,004184-25PA,Building & Land Use Pre-Application,Completed,2655   NW  63RD  ST   SEATTLE,STANDALONE CURB CUT,"STANDALONE PROJECT TO INSTALL A NEW CURB CUT AND CEMENT DRIVE AT 2655 B (HISTORICALLY 2655 ½) NW 63 ST, A RESIDENTIAL FLAG LOT WITH A DETACHED SINGLE FAMILY HOME. NEW DRIVE WILL CROSS CITY PLANTING STRIP (12FT), AND EXISTING SIDEWALK (6FT), UTILIZING CITY STANDARD PLAN 430A. SIDEWALK IS IN GOOD CONDITION AND WILL BE LEFT UNDISTURBED. NEW GRAVEL PARKING BEYOND FRONT YARD SETBACK PER PLAN. NOTE: OFF-STREET PARKING WAS ANTICIPATED (SHOWN ON APPROVED SITE PLAN) WHEN LOT WAS CREATED BY DIVISION, BUT NONE WAS INSTALLED AT THAT TIME.",,,,47.6741875,-122.3925452,Multiplex/Cluster
08/05/2025,004186-25PA,Building & Land Use Pre-Application,Completed,5821    17TH  AVE  S  SEATTLE,58XX South Seattle,Construct (2) Detached Two-Family Dwellings on Parcel # 1714900041,,,,47.5507835,-122.3345045,Multiplex/Cluster
08/05/2025,004171-25PA,Building & Land Use Pre-Application,Completed,12239    11TH  AVE  NW  SEATTLE,,2-lot LBA,,,,47.7190238,-122.37072297370538,Unit Lot Subdivision (ULS)
08/05/2025,004160-25PA,Building & Land Use Pre-Application,Completed,403   W  DRAVUS  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT SIX NEW SFRS, WITH PARKING PER PLAN.",,,,47.6479412,-122.3624661,Multiplex/Cluster
08/05/2025,004173-25PA,Building & Land Use Pre-Application,Completed,1307    29TH  AVE  S  SEATTLE,,3-Unit ULS,,,,47.59191475,-122.29568369688846,Unit Lot Subdivision (ULS)
08/05/2025,004161-25PA,Building & Land Use Pre-Application,Completed,8627    31ST  AVE  SW  SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT FOUR NEW SFR'S, WITH PARKING PER PLAN.",,,,47.52565935,-122.37292074948209,Multiplex/Cluster
08/04/2025,004141-25PA,Building & Land Use Pre-Application,Withdrawn,3443    West Marginal  WAY  SW,Copper Mechanical,"Work includes the replacement of the Terminal 5 Intermodal Yard Air Compressors. Specific elements of the project include: Demolition of (4)existing Air Compressors. Demolition and replacement of air compressor support equipment including air filters, desiccant air dryers, valves,controls, and drain lines. Installation of 4 new variable speed air compressors of the same capacity as those being demolished. Installation ofabove ground oil water separation systems, in support of the newly installed compressors.",,,,47.5725036,-122.3630565,Multiplex/Cluster
08/04/2025,004151-25PA,Building & Land Use Pre-Application,Completed,4406   S  OTHELLO  ST   SEATTLE,,5-LOT UNIT LOT,,,,47.5383398,-122.38893867285933,Unit Lot Subdivision (ULS)
08/04/2025,004147-25PA,Building & Land Use Pre-Application,Completed,6700    24TH  AVE  NW  SEATTLE,BALLARD ROWHOUSES,CONSTRUCT A PAIR OF ROWHOUSES ON THE UNUSED PORTION OF A PARCEL CURRENTLY IMPROVED WITH AN 11 UNIT APARTMENT BUILT IN 1919,,,,47.6778763,-122.3872036,Multiplex/Multifamily
